_id,Date,Total calls handled,Total calls coded,Code 1A - Referral to a Sleeping/Resting Space,Code 1B - External Transfer to AWHL,Code 1C - Referral to Eviction Prevention Service,Code 1D - Declined Shelter/Resting Space,Code 2A - Internal Transfer to CI,Code 2B - External Transfer - Homelessness-related,Code 2C - Information - Homelessness & Prevention Services,Code 2D - Information - Non-Homelessness-related,Code 3A - Shelter Space Unavailable - Family,Code 3B - Shelter Space Unavailable - Individuals/Couples,Code 3C - Follow-up / Check on Placement,Code 4A - Dead Air,Code 4B - Disconnected - No Outcome
1489,2024-11-30,638,627,11,0,1,2,0,8,65,4,22,209,211,31,63
1490,2024-12-01,462,449,22,2,0,20,0,2,41,6,13,156,141,14,32
1491,2024-12-02,601,592,52,3,1,16,3,6,71,11,75,113,177,14,50
1492,2024-12-03,678,660,63,0,3,21,1,10,88,11,60,123,180,22,78
1493,2024-12-04,656,582,40,1,1,19,3,7,78,12,46,105,185,26,59
1494,2024-12-05,611,504,30,1,1,8,1,10,65,10,37,118,148,31,44
1495,2024-12-06,639,554,3,1,0,1,2,4,72,8,35,150,217,19,42
1496,2024-12-07,585,524,6,3,0,3,3,3,49,5,21,175,172,23,61
1497,2024-12-08,523,435,7,3,0,0,1,11,31,8,19,136,170,14,35
1498,2024-12-09,837,739,7,3,3,3,3,13,66,17,79,219,252,31,43
1499,2024-12-10,800,692,10,2,1,8,1,6,50,9,57,218,257,27,46
1500,2024-12-11,799,692,10,2,1,8,1,6,50,9,57,218,257,27,46
1501,2024-12-12,710,620,56,0,2,25,1,5,80,6,38,159,171,29,48
1502,2024-12-13,559,502,42,1,1,10,1,16,59,4,30,105,190,17,26
1503,2024-12-14,441,409,7,1,0,0,0,11,39,2,17,146,131,23,32
1504,2024-12-15,471,396,3,0,1,1,3,6,51,7,15,156,116,13,24
1505,2024-12-16,693,610,23,2,0,6,0,9,58,15,31,159,253,18,36
1506,2024-12-17,735,652,32,6,2,4,0,6,56,7,36,174,247,29,53
1507,2024-12-18,705,642,36,1,1,5,2,6,74,4,36,147,254,25,51
1508,2024-12-19,650,560,67,5,1,12,2,8,41,17,49,124,143,34,57
1509,2024-12-20,426,387,38,4,1,26,1,5,61,4,23,53,127,14,30
1510,2024-12-21,292,259,36,1,0,12,2,6,54,4,12,37,47,15,33
1511,2024-12-22,316,273,53,0,0,9,2,3,40,3,15,42,51,23,32
1512,2024-12-23,607,547,34,1,1,5,3,6,53,7,47,98,218,24,50
1513,2024-12-24,572,522,16,2,0,0,6,7,74,17,36,110,189,23,42
1514,2024-12-25,452,415,19,2,0,1,0,5,44,9,23,130,138,24,20
1515,2024-12-26,713,586,15,1,0,5,0,3,30,10,32,207,220,19,44
1516,2024-12-27,686,616,12,0,0,2,0,8,52,11,32,188,242,27,42
1517,2024-12-28,585,497,9,2,0,1,2,13,41,10,30,157,175,18,39
1518,2024-12-29,568,506,13,1,0,0,3,8,48,1,10,154,220,16,32
1519,2024-12-30,736,670,28,1,0,0,2,13,56,11,28,177,282,34,38
1520,2024-12-31,614,566,14,2,0,4,0,14,47,4,31,150,229,31,40
1521,2025-01-01,557,514,20,1,0,2,1,3,41,11,32,172,185,23,23
1522,2025-01-02,702,641,40,3,0,11,1,13,67,20,69,189,156,31,41
1523,2025-01-03,709,661,60,1,2,13,1,9,74,6,66,193,133,17,86
1524,2025-01-04,348,322,51,3,0,22,1,6,47,5,21,68,62,12,24
1525,2025-01-05,361,310,47,0,0,25,3,3,40,7,15,53,62,13,42
1526,2025-01-06,612,566,56,1,4,27,2,7,86,10,71,93,152,20,37
1527,2025-01-07,510,469,63,1,0,29,1,6,61,3,48,54,153,21,29
1528,2025-01-08,616,565,28,1,1,11,1,9,62,12,60,138,175,18,49
1529,2025-01-09,606,546,33,1,,11,12,3,68,14,58,153,129,18,46
1530,2025-01-10,600,522,36,4,,7,13,1,50,9,41,130,158,26,47
1531,2025-01-11,563,479,39,3,,9,23,2,49,6,18,149,121,21,39
1532,2025-01-12,437,389,27,2,,6,12,1,54,1,11,137,100,17,21
1533,2025-01-13,714,681,44,2,,16,2,17,64,6,61,187,206,23,53
1534,2025-01-14,664,614,19,1,,7,1,12,70,14,45,178,189,18,60
1535,2025-01-15,645,594,33,2,,14,2,10,56,10,42,163,191,37,34
1536,2025-01-16,653,547,36,5,,13,4,18,48,14,25,110,176,29,69
1537,2025-01-17,593,547,39,1,1,15,5,9,75,11,40,157,137,24,33
1538,2025-01-18,451,412,63,3,2,22,1,10,44,4,14,121,63,16,49
1539,2025-01-19,325,290,53,2,0,15,2,6,45,4,16,32,69,13,33
1540,2025-01-20,666,599,63,2,5,27,2,15,55,17,69,83,189,22,50
1541,2025-01-21,582,528,65,2,1,19,2,6,75,11,48,80,150,24,45
1542,2025-01-22,583,491,56,3,1,29,2,13,73,14,39,79,118,11,53
1543,2025-01-23,517,484,57,1,3,37,2,12,78,16,42,69,100,21,46
1544,2025-01-24,504,449,54,2,1,18,1,6,63,13,27,48,111,21,84
1545,2025-01-25,430,392,14,1,1,6,0,5,55,6,18,156,59,17,54
1546,2025-01-26,430,415,14,3,1,2,2,4,44,5,11,170,108,15,36
1547,2025-01-27,906,835,7,3,1,5,5,18,79,13,46,223,356,23,56
1548,2025-01-28,682,640,11,1,0,7,4,16,73,9,42,190,218,18,51
1549,2025-01-29,703,669,13,0,0,4,8,12,54,11,63,208,229,20,47
1550,2025-01-30,628,579,12,0,2,0,2,8,63,9,47,168,212,13,43
1551,2025-01-31,592,528,33,1,3,9,0,9,50,10,31,189,142,15,36
1552,2025-02-01,455,416,26,5,1,4,0,3,50,3,17,158,113,10,26
1553,2025-02-02,480,430,26,3,2,5,6,7,38,2,18,125,134,16,48
1554,2025-02-03,650,610,38,1,4,5,6,15,57,9,59,155,200,23,38
1555,2025-02-04,659,602,56,4,1,8,6,15,72,10,28,127,197,22,56
1556,2025-02-05,494,455,47,0,0,13,3,10,57,7,26,105,146,15,26
1557,2025-02-06,566,524,37,1,0,9,0,8,43,11,29,130,193,19,44
1558,2025-02-07,533,496,46,3,3,12,0,13,40,9,39,133,139,24,35
1559,2025-02-08,447,426,19,3,1,4,0,16,50,5,21,147,125,12,23
1560,2025-02-09,462,434,13,1,0,3,0,7,41,1,35,187,106,13,27
1561,2025-02-10,836,777,34,0,5,3,1,13,98,13,35,203,294,25,53
1562,2025-02-11,625,590,28,4,3,12,3,14,74,8,67,145,180,21,31
1563,2025-02-12,591,545,48,3,3,15,3,9,60,18,48,113,162,23,40
1564,2025-02-13,530,493,36,3,0,12,1,10,65,16,48,134,116,18,34
1565,2025-02-14,477,432,49,2,3,10,2,12,54,2,39,81,137,16,25
1566,2025-02-15,380,345,47,2,1,29,1,11,71,8,19,72,42,15,27
1567,2025-02-16,325,277,28,1,0,10,0,3,46,5,17,85,50,5,27
1568,2025-02-17,454,418,26,1,1,8,1,7,49,8,41,91,131,16,38
1569,2025-02-18,579,509,30,2,1,9,2,12,64,5,42,136,142,25,39
1570,2025-02-19,570,524,39,3,1,12,1,19,89,12,25,114,140,21,48
1571,2025-02-20,538,499,30,7,4,6,1,19,50,10,41,109,170,18,34
1572,2025-02-21,572,516,47,1,1,22,5,8,88,8,31,122,129,16,38
1573,2025-02-22,491,454,10,1,0,1,2,12,55,4,16,147,171,14,21
1574,2025-02-23,488,461,7,2,0,1,1,5,44,6,8,167,189,10,21
1575,2025-02-24,769,717,11,2,3,,1,10,78,17,50,235,237,20,53
1576,2025-02-25,666,660,16,2,1,,1,58,58,10,42,191,232,21,28
1577,2025-02-26,641,586,11,2,0,2,5,5,62,12,35,154,252,16,30
1578,2025-02-27,654,589,63,1,1,25,0,7,70,10,32,159,144,18,59
1579,2025-02-28,543,484,38,0,1,9,2,10,56,11,41,150,120,20,26
